active_cryptocurrencies,total_cryptocurrencies,active_market_pairs,active_exchanges,total_exchanges,eth_dominance,btc_dominance,eth_dominance_yesterday,btc_dominance_yesterday,eth_dominance_24h_percentage_change,btc_dominance_24h_percentage_change,defi_volume_24h,defi_volume_24h_reported,defi_market_cap,defi_24h_percentage_change,stablecoin_volume_24h,stablecoin_volume_24h_reported,stablecoin_market_cap,stablecoin_24h_percentage_change,derivatives_volume_24h,derivatives_volume_24h_reported,derivatives_24h_percentage_change,total_crypto_dex_currencies,quote,last_updated,usd_total_market_cap,usd_total_volume_24h,usd_total_volume_24h_reported,usd_altcoin_volume_24h,usd_altcoin_volume_24h_reported,usd_altcoin_market_cap,usd_defi_volume_24h,usd_defi_volume_24h_reported,usd_defi_24h_percentage_change,usd_defi_market_cap,usd_stablecoin_volume_24h,usd_stablecoin_volume_24h_reported,usd_stablecoin_24h_percentage_change,usd_stablecoin_market_cap,usd_derivatives_volume_24h,usd_derivatives_volume_24h_reported,usd_derivatives_24h_percentage_change,usd_total_market_cap_yesterday,usd_total_volume_24h_yesterday,usd_total_market_cap_yesterday_percentage_change,usd_total_volume_24h_yesterday_percentage_change
10898,33873,100514,795,10092,10.230789976696,60.401818669363,10.3645371,59.71487977,-0.133747123304,0.686938899363,7085491986.901177,41382358446.450836,81437124321.24223,3.139933240991,98394978266.9484,607378472627.5961,212841786212.6964,13.169638778071,1051183361457.6204,1072743621125.9232,10.177159337523,11574548,"{'USD': {'total_market_cap': 3120462093500.4873, 'total_volume_24h': 104488052150.76, 'total_volume_24h_reported': 622485807784.46, 'altcoin_volume_24h': 69424804706.9294, 'altcoin_volume_24h_reported': 429955692069.85266, 'altcoin_market_cap': 1235646238138.1055, 'defi_volume_24h': 7085491986.901177, 'defi_volume_24h_reported': 41382358446.450836, 'defi_24h_percentage_change': 3.139933240991, 'defi_market_cap': 81437124321.24223, 'stablecoin_volume_24h': 98394978266.9484, 'stablecoin_volume_24h_reported': 607378472627.5961, 'stablecoin_24h_percentage_change': 13.169638778071, 'stablecoin_market_cap': 212841786212.6964, 'derivatives_volume_24h': 1051183361457.6204, 'derivatives_volume_24h_reported': 1072743621125.9232, 'derivatives_24h_percentage_change': 10.177159337523, 'total_market_cap_yesterday': 3189269426638.9673, 'total_volume_24h_yesterday': 94730597498.32, 'total_market_cap_yesterday_percentage_change': -2.157463792922414, 'total_volume_24h_yesterday_percentage_change': 10.300214408140974, 'last_updated': '2025-02-18T21:15:59.999Z'}}",2025-02-18T21:15:59.999Z,3120462093500.4873,104488052150.76,622485807784.46,69424804706.9294,429955692069.85266,1235646238138.1055,7085491986.901177,41382358446.450836,3.139933240991,81437124321.24223,98394978266.9484,607378472627.5961,13.169638778071,212841786212.6964,1051183361457.6204,1072743621125.9232,10.177159337523,3189269426638.9673,94730597498.32,-2.157463792922414,10.300214408140974
